02/12/1995- ||------||4403500||Current Statistics||-------------------------------------||EPW Research Foundation
04/3/1995- ||discussion||4402447||Total Factor Productivity Growth in Manufacturing Industry||-------------------------------------||P. Balakrishnan,K. Pushpangadan
10/6/1995- ||commentary||4402848||Arming the Nation, Disarming the Citizen||Neither in parliament nor in the media is there any attempt to question the premises of the defence ministry's geo-strategic assessment on which are based the budget proposals for defence and other departments ostensibly meant for other security operations.||Gautam Navlakha
20/5/1995- ||perspectives||4402757||Pooling of Central Taxes for Devolution||The pooling of central taxes for devolution to the states, as recommended by the Tenth Finance Commission under its 'alternative scheme', is very narrowly conceived. The commission ignores possible alternatives such as transfer of the entire field of domestic trade taxation to the states.||I. S. Gulati
22/4/1995- ||companies||4402647||All-Round Performance||-------------------------------------||
11/2/1995- ||companies||4402367||Diversification Plan||-------------------------------------||
09/12/1995- ||companies||4403528||Rise in Demand||-------------------------------------||
28/10/1995- ||companies||4403354||New Projects||-------------------------------------||
07/10/1995- ||discussion||4403308||Colonialism and Geography||-------------------------------------||C. Ramachandraiah
07/10/1995- ||commentary||4403300||New Attempt at Workers' Resistance: National Centre for Labour||National Centre for Labour has emerged as a co-ordinated response of the working class to their growing marginalisation due to the new economic policy.||Mohan Mani
15/4/1995- ||------||4402613||Trigger Happy||-------------------------------------||
27/5/1995- ||special articles||4402795||Reform of Union Excise Duties||While the last budget, primarily aimed at reforms, extended MODVAT considerably by including petroleum products, capital goods and the yarn component of the textile sector within its purview, the 1995-96 Budget proposes to mop up resources by increasing the tax rate of two select commodities, cigarettes and cement. This article attempts to look at the likely implications of the budget proposals, by focusing on the tobacco sector.||Mahesh C. Purohit
02/9/1995- ||discussion||4403169||Reservation Policy for Small Industry||-------------------------------------||K. R. G. Nair
22/4/1995- ||discussion||4402664||Financial Reform and Security Market Booms in Emerging Nations||-------------------------------------||Swapan Sen
03/6/1995- ||companies||4402812||New Products||-------------------------------------||
04/3/1995- ||------||4402426||Continuity over Change||-------------------------------------||
30/12/1995- ||commentary||4403613||Triumphs of the Media Behemoth||The foundations of international capitalism are being reshaped at a phenomenal pace. The drive for bigger and bigger mega deals this year has surpassed those of any year in the record-breaking decade of 1980s. The most striking illustration of the pace of concentration is seen in the US communications industry.||Frederic F. Clairmont
