22/4/1967- ||special articles||4357840||China: End of Act One?||Recently in some analyses of the latest developments in China's Cultural Revolution an attempt has been made to show that Mao Tse-tung is after all retreating. The so-called "three-way alliance" between the revolutionary rebels, the People's Liberation Army and the Party cadres is, it is suggested, really a face-saving device. A close examination of recent writings in the "Red Flag", the Party's theoretical journal, however indicates, according to the author, that this view is incorrect. The tone and mood of the writings make it clear that Mao Tse-tung is in no mood to compromise. Nor does it seem possible that he would be forced to compromise.||G. P. Deshpande
1/2/1967- ||some tributes to sachin chaudhuri||4357519||Shining Exception||-------------------------------------||T. Balogh
16/12/1967- ||------||24478942||The 'Deccan Shield' Pierced||-------------------------------------||
8/7/1967- ||weekly notes||24477929||What Kind of Quality Control?||-------------------------------------||
7/10/1967- ||from the chair||24478228||The Fertilisers and Chemicals Travancore Ltd (INCORPORATED IN KERALA STATE-LIABILITY OF MEMBERS LIMITED) Regd. Office: Eloor, Udyogamandal||-------------------------------------||Parakat Achutha Menon
25/11/1967- ||------||24478331||Expensive Aluminium||-------------------------------------||
8/7/1967- ||around bombay markets||24477940||Cotton Boom Petering Out||-------------------------------------||
1/2/1967- ||perspective on the general election||4357552||Citizens and Government: A Comparative Analysis||The attitude of citizens to authority, and administrative officials particularly, is crucial for the functioning of a democracy. How the public evaluates the performance of officials, whether the public feels governmental programmes are worthwhile and necessary, the extent to which the public is willing to support official programmes, attitudinally and by co-operative behaviour, and the degree of public confidence in the integrity and efficiency of the administration-all these are significant elements which need study in order to understand the public's orientation towards the political system. Any interpretation of public attitude and behaviour must, however take cognisance of the requirements of the particular society. The data presented in this study were collected in two investigations of public attitudes towards administrators in two metrovolitan areas located in two distinct cultures and political systems. [The author is greatly indebted to his two Indian co-investigators, A P Barnabas and V Jagannadhan of the Indian Institute of Public Administration, for the design and execution of the Indian study.]||Samuel J. Eldersveld
18/2/1967- ||money and banking||4357622||A Close Watch||-------------------------------------||
15/7/1967- ||special articles||24478039||Reply||-------------------------------------||Ashok V Desai
01/4/1967- ||------||4357765||Massacre of Landless Labourers in Indonesia||-------------------------------------||
8/7/1967- ||weekly notes||24477928||Central Loans||-------------------------------------||
29/7/1967- ||business notes||24478894||Setback for Indian Iron||-------------------------------------||
15/4/1967- ||weekly notes||4357803||Behind Zakir Hussain's Choice||-------------------------------------||
08/4/1967- ||in the press||4357785||Struck by C I A||-------------------------------------||
07/1/1967- ||special articles||4357445||Congress Victory in Andhra Assured||The Congress, it now appears, will romp home with a comfortable, though slightly reduced, majority in the Andhra Assembly. The hope that the opposition parties, particularly the two communist factions, will act in concert at least upto the stage of selection of candidates has been belied. As a result, triangular and quadrangular fights will be many, and the beneficiary will be the Congress.||C. V. H. Rao
