1/11/2014- ||commentary||24480985||A Development Manifesto||-------------------------------------||RAMASWAMY R IYER
2/8/2014- ||commentary||24480451||Sukumari Bhattacharji's World||Sukumari Bhattacharji – Sanskritist, historian, writer, educationist – with a passionate commitment to social and political change, passed away on 24 May 2014 at the age of 92. Excerpts from an interview the author conducted with her.||KUMKUM ROY
2/8/2014- ||budget 2014-15||24480455||New Macroeconomic Consensus Rules Budget 2014-15||A critique of the macroeconomic framework that underlies the fiscal consolidation approach of the Union Budget for 2014-15.||ROHIT
25/1/2014- ||perspectives||24479420||A Monetary Policy Rule for Emerging Market Economies: The Impossible Trinity and the Taylor Rule||The recent global debate on monetary policy has centred on whether policy should target financial stability in addition to the domestic business cycle. With relatively tightly regulated financial markets, where concerns presently are more developmental than regulatory, the counterpart debate in emerging market economies centres on reconciling two widely held economic policy formulations, namely, the Mundell-Fleming "Impossible Trinity" and the "Taylor Rule". This article argues that EMEs can get around the trilemma by adopting a separate instrument as part of a consistent policy framework to target the external financial cycle. This would free up their interest rate policies to target the domestic business cycle, without the need to deviate from the Taylor Rule from time to time to target external financial stability.||ALOK SHEEL
15/3/2014- ||commentary||24479292||Thinking about the 21st Century Indian City||New ways of envisioning the slum, the informal economy, access to water, and the housing crisis emerged from discussions in "Towns, Metros, and the Indian Economy", a conference held at the Indian Institute for Human Settlements, Bangalore. The discussions emphasised the role of the informal sector and the poor in the urban economy, which will more or less determine the course of Indian polity and society in the coming decades.||SANCHITA B SAXENA,GOWRI VIJAYAKUMAR
8/3/2014- ||postscript||24479235||Tea Party S(l)ips: In the run-up to the forthcoming general elections, the humble tea has become the quintessentially quotidian symbol of national political discourse||-------------------------------------||MONOBINA GUPTA
1/2/2014- ||discussion||24479151||Contextualising Language Studies: A Response||Responding to the commentary on "Chomsky and Wittgenstein: A Short Reflection", by Ramaswamy R Iyer (epw, 2 November 2013), this article questions the merit of a comparison of the two thinkers' views on language, and tries to place the discussion in a historical context.||JOBIN MATHEW KANJIRAKKAT
28/6/2014-5/7/2014||------||24480173||Generating Agrarian Dynamism: Saurashtra's Lessons for Vidarbha||Agrarian stagnation was much the same in the Saurashtra region of Gujarat and the Vidarbha region of Maharashtra until 1990, and for similar reasons. Since then, Saurashtra's agriculture has been growing, especially after 2000, at an accelerated pace, while Vidarbha's farmers have continued to stagnate. This paper interrogates why, and suggests some measures to jump-start agricultural growth in Vidarbha.||TUSHAAR SHAH,YASHREE MEHTA,VIVEK KHER,ALKA PALRECHA
1/11/2014- ||review of women's studies||24480992||Mothers and Activists in the Hills of Assam||Security experts have argued that women's organisations in north-east India are fragmented, fail to reach out across tribal identities, and lack agency independent of the militants, with whom they have links. This article will address these assumptions by investigating the evolution of women's activism in a conflict-ridden district of Assam, where "mothers" have appeared on the political stage. It asks what the new appeal to "motherhood" actually means, and whether "motherhood" is a vehicle for women's empowerment. How do the "mothers", as political activists, relate to conventional gender roles; how do they interact with previous generations of women's organisations; and how do they relate to other political actors?||ÅSHILD KOLÅS
11/1/2014- ||margin speak||24479003||Humiliation: Class Matters Too||All the dalits actively protesting against the humiliation of Devyani Khobragade through email and social media campaigns would not have even heard of Soni Sori, let alone what the Chhattisgarh police did to her. But isn't Sori a member of their class, the class of the exploited?||ANAND TELTUMBDE
12/4/2014- ||margin speak||24479105||Three Dalit Rams Play Hanuman to BJP||Ramdas Athavale, Ram Vilas Paswan and Ram Raj (notwithstanding his renaming himself Udit Raj some years ago) will play Hanuman to Bharatiya Janata Party's Ram. Isn't it high time dalits ripped apart their masks and saw them for what they really are?||ANAND TELTUMBDE
